"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Water Resource Management (PGGE11018)",20,NA,"          Understand the theory and practice of water management at international, national and local scales, and its multiple connections with environmental issuesUnderstand hydrological, socioeconomic and environmental aspects of water managementApply critical thinking to case studies related to water management and development in Northern and Southern countries    ","1. Presentation skills2. Group working skills3. Interdisciplinary thinking",0,100,0
