"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Geology for Earth Resources (PGGE11173)",10,"Total Hours100, Lecture Hours 24, Programme Level Learning and Teaching Hours 2,Directed Learning and Independent Learning Hours74 ","          Have a broad and integrated knowledge of the basics of geology associated with petroleum exploration, carbon storage or groundwaterUnderstand the origin and physical properties of clastic and carbonate sedimentary rocks which form the majority of reservoirs and aquifersUnderstand and be familiar with the common sedimentary rock types and their descriptionApply their introductory experience of field geology    ","Not entered",50,50,0
