"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Advanced Spatial Database Methods (PGGE11083)",10,"Total Hours100, Lecture Hours 12, Seminar/Tutorial Hours 12, Programme Level Learning and Teaching Hours 2,Directed Learning and Independent Learning Hours74 ","          understand the benefits of formal database management and its implications and be able to predict future developments and understand the implications of standardisation effortsunderstand how database methods can be used to store spatial and attribute data in the context of geographical information systems, be able to critically review the different technologies and commerciallyavailable models, assessing their merits and shortcomings and to understand the issue of performance in the context of database managementunderstand the concepts of data modelling and be able to deconstruct realworld problems into appropriate models using appropriate toolsuse Structured Query Language (SQL) for the manipulation of objects within a relational database management systemuse and understand the Oracle relational database management system, Oracle Spatial as a means of storing and manipulating spatial data alongside attributes, and be able to contrast Oracle with different systems    ","Not entered",0,100,0
