"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Data Mining and Exploration (INFR11007)",10,"Total Hours100, Lecture Hours 20, Supervised Practical/orkshop/Studio Hours 4, Summative  Hours 2, Programme Level Learning and Teaching Hours 2,Directed Learning and Independent Learning Hours72 ","          Describe the data mining/analysis process in overview, and demonstrate assessment of the challenges of a given data mining project.Describe methods used for exploratory data analysis, predictive modelling and performance evaluation.Critical evaluation of papers presented in the second part of the course. In the miniproject, demonstrate the ability to conduct experimental investigations and draw valid conclusions from them.Demonstrate use of data mining packages/computational environments in the miniproject phase.    ","Not entered",50,50,0
