"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Forests and Environment (PGGE11025)",20,"Total Hours200, Lecture Hours 22, Programme Level Learning and Teaching Hours 4,Directed Learning and Independent Learning Hours174 ","          Demonstrate a deep understanding of  forest ecological processes from the leaf to global scale;Demonstrate understanding of the interactions and feedbacks between forest ecosystems, climate change and extreme eventsCommunicate on the current state of knowledge and uncertainties in interactions between humans and forests, and understand the policy challenges and potential solutions in this areaUse techniques related to forest mensuration, and understand how more complex techniques used in forest management can be implementedCommunicate forest science and policy issues to nonscientific audiences, including project managers and the general public    ","Not entered",0,100,0
