"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Soil Protection and Management (PGGE11183)",20,"Total Hours200, Lecture Hours 33, Programme Level Learning and Teaching Hours 4,Directed Learning and Independent Learning Hours163 ","          Have an understanding of soil formation, classification and global distribution.Determine interactions between soil and the environmentIdentify key factors driving reduction in soil quality and increased erosion potential.Evaluate land management practise to mitigate negative impacts on soil.    ","You will have the opportunity to develop and understanding of the pressures and issues relating to soil preservation, management and rehabilitation and to develop potential land management strategies to alleviate or remediate these issues.",50,50,0
