"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Environmental Impact Assessment (PGGE11009)",20,"Total Hours200, Lecture Hours 44, Programme Level Learning and Teaching Hours 4,Directed Learning and Independent Learning Hours152 ","          Gain an understanding of the role of SEA & EIA in decision makingGain an overview of the legislative framework for EIA, with a focus towards its application in ScotlandHave knowledge of the EIA process and stages, and how it is applied to specific topic areas, such as landscape and visual impact assessment, ecology, soils and climate change, including its applicationBe skilled in review and appraisal of the EIA process and its outputs    ","Not entered",0,100,0
