"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Political Ecology (GEGR11001)",20,"Total Hours200, Lecture Hours 33, Programme Level Learning and Teaching Hours 4,Directed Learning and Independent Learning Hours163 ","          critically understand the problems with mainstream environmentalism and sustainability;synthesise current conceptual debates and bring them into critical dialogue with realworld examples;;understand how nature is produced in different settings and contexts;develop skills for independent critical engagement with the  politics of nature.    ","Not entered",0,100,0
