"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
"Understanding Environment and Development (PGGE11187)",20,"Total Hours200, Lecture Hours 33, Programme Level Learning and Teaching Hours 4,Directed Learning and Independent Learning Hours163 ","          Learn to appreciate the interrelated and political nature of environment and development issuesLearn to use key academic theory and debate with regards environment and development issuesLearn to critically reflect upon current practices and approaches in environment and developmentLearn to build and convey sophisticated arguments drawing on complex evidence through writing and the spoken word    ","Not entered",0,100,0
