"Name","SCQFcredits","Time","learningoutcomes","skills","WrittenExam","Coursework","PracticalExam"
" Introduction to Three Dimensional Climate Modelling (ENVI11002)",10,"Total Hours100, Lecture Hours 22, Programme Level Learning and Teaching Hours 2,Directed Learning and Independent Learning Hours76 ","          Have a theoretical understanding of the principals underlying three dimensional climate models Have a theoretical understanding of how climate models workHave a practical understanding of how to run a climate modelHave a practical understanding of how to analyse climate model output    ","Not entered",50,50,0
